NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_MESORREGIAO;NO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;TP_DEPENDENCIA;TP_SITUACAO_FUNCIONAMENTO;IN_AGUA_INEXISTENTE;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_INEXISTENTE;IN_AREA_VERDE;IN_AUDITORIO;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_PARQUE_INFANTIL;IN_QUADRA_ESPORTES;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_REFEITORIO;IN_SALA_DIRETORIA;IN_SALA_LEITURA;IN_SALA_PROFESSOR;IN_SECRETARIA;IN_SALA_ATENDIMENTO_ESPECIAL;IN_COMPUTADOR;IN_EQUIP_IMPRESSORA;IN_EQUIP_SOM;IN_EQUIP_TV;IN_EQUIP_MULTIMIDIA;IN_INTERNET;IN_ALIMENTACAO;TP_AEE;TP_ATIVIDADE_COMPLEMENTAR;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AF;QT_MAT_MED;QT_MAT_EJA_FUND;QT_MAT_ESP;QT_MAT_INF_INT;QT_MAT_INF_CRE_INT;QT_MAT_FUND_INT;QT_MAT_FUND_AI_INT;QT_MAT_FUND_AF_INT;QT_DOC_INF;QT_DOC_FUND;QT_DOC_FUND_AI;QT_DOC_FUND_AF;QT_DOC_EJA_FUND;QT_DOC_ESP;QT_TUR_INF;QT_TUR_FUND;QT_TUR_FUND_AI;QT_TUR_FUND_AF;QT_TUR_EJA_FUND;QT_TUR_ESP
2017;Ouro Verde de Minas;3146206;Vale do Mucuri;Teófilo Otoni;31155594;EM RAUL SOARES;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;10;0;0;0;10;10;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1
2017;Ouro Verde de Minas;3146206;Vale do Mucuri;Teófilo Otoni;31273899;PEM PINGO DE GENTE;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;264;125;0;125;139;139;0;0;0;7;0;0;0;0;0;7;9;9;0;0;5;7;9;9;0;0;5
2017;Ouro Verde de Minas;3146206;Vale do Mucuri;Teófilo Otoni;31328421;CRECHE MUN NELSON F GOUVEIA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;33;33;33;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
2017;Pavão;3148509;Vale do Mucuri;Teófilo Otoni;31147745;EM PROFA DAVINA SANTOS;3;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;312;86;0;86;226;226;0;0;0;9;2;0;136;136;0;4;12;12;0;0;6;4;12;12;0;0;6
2017;Pavão;3148509;Vale do Mucuri;Teófilo Otoni;31155888;EM ARISTOTELES BARBOSA;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;28;8;0;8;20;20;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;3;2;1;0;0
2017;Pavão;3148509;Vale do Mucuri;Teófilo Otoni;31156060;EM LAUDISLAU BARBOSA RODRIGUES;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;23;4;0;4;19;19;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;2;2;0;2;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31147842;EM DE TRES BARRAS;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;19;0;0;0;19;19;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156230;EM ANCHIETA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156299;EM FREI GASPAR;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;74;0;0;0;74;31;43;0;0;2;0;0;0;0;0;0;11;0;11;0;8;0;6;0;6;0;1
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156400;EM PIO XII;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156451;EM STA LUZIA;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;67;0;0;0;67;67;0;0;0;1;0;0;0;0;0;0;6;6;0;0;2;0;5;5;0;0;1
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156469;EM STA MONICA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156485;EM STA TEREZINHA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;13;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31156515;EM SAO JOSE;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;35;0;0;0;35;35;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31261653;PEM PICA PAU;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;39;39;0;39;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31263974;CENTRO MUNICIPAL DE EDUCACAO INFANTIL TRES PORQUINHOS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;39;39;12;27;0;0;0;0;0;0;12;12;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31263982;CENTRO MUNICIPAL DE EDUCACAO INFANTIL BRANCA DE NEVE;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;54;54;13;41;0;0;0;0;0;0;13;13;0;0;0;4;0;0;0;0;0;5;0;0;0;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31263991;PEM TURMA DA MONICA;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;144;144;0;144;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;1;7;0;0;0;0;1
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31264024;PEM PATO DONALD;3;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;102;102;0;102;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31328448;CRECHE MUNICIPAL DE POTE;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;58;58;58;0;0;0;0;0;0;1;58;58;0;0;0;1;0;0;0;0;0;4;0;0;0;0;1
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31347396;EM PREF OMAR AFFONSO DA SILVA;3;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;577;0;0;0;577;296;281;0;0;3;0;0;0;0;0;0;32;17;17;0;14;0;20;11;9;0;3
2017;Poté;3152402;Vale do Mucuri;Teófilo Otoni;31351261;EM ADEMAR DE PAULA FREITAS;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;1;1;0;1;0;0;327;0;0;0;292;292;0;0;35;15;0;0;0;0;0;0;14;14;0;2;11;0;13;13;0;2;10
2017;Santa Helena de Minas;3157658;Vale do Mucuri;Nanuque;31150011;EM VITAL BRASIL;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;10;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Santa Helena de Minas;3157658;Vale do Mucuri;Nanuque;31150029;EM ALFREDO FERREIRA DA CRUZ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;5;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Santa Helena de Minas;3157658;Vale do Mucuri;Nanuque;31150037;EM BARAO DO RIO BRANCO;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;138;14;0;14;124;54;70;0;0;1;0;0;0;0;0;1;11;5;6;0;6;1;9;5;4;0;1
2017;Santa Helena de Minas;3157658;Vale do Mucuri;Nanuque;31150096;EM FLORIANO PEIXOTO;3;1;0;0;0;0;0;1;1;0;1;0;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;304;114;0;114;190;190;0;0;0;0;0;0;0;0;0;4;11;11;0;0;0;4;10;10;0;0;0
2017;Santa Helena de Minas;3157658;Vale do Mucuri;Nanuque;31150193;EM TIRADENTES;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;9;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31147346;EM DE PAI DOMINGOS;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;121;0;0;0;121;83;38;0;0;1;0;0;0;0;0;0;14;0;14;0;1;0;11;0;11;0;1
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31147371;EM DE STO ANTONIO DOS COQUEIROS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;20;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31154423;EM PE TITO;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;17;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31154504;EM JOSE FIUZA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;55;0;0;0;55;55;0;0;0;0;0;0;0;0;0;0;5;1;4;0;0;0;5;1;4;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31154512;EM RITA JOSINA ABRANTES;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;28;0;0;0;28;28;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31222135;EM SAO JUDAS TADEU;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;23;0;0;0;23;23;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31270288;EM SALMEM MAHMUD NEDIR;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;20;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31270318;EM JOAO XAVIER MARTINS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;157;0;0;0;122;122;0;0;35;0;0;0;0;0;0;0;10;4;6;1;0;0;10;4;6;1;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31275239;PEM EUGENIO RAMOS DA CRUZ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;29;29;0;29;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31275247;CENTRO MUNICIPAL DE EDUCACAO INFANTIL AILTON AMORIM;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;211;211;84;127;0;0;0;0;0;0;84;84;0;0;0;10;0;0;0;0;0;9;0;0;0;0;0
2017;Setubinha;3165552;Vale do Mucuri;Teófilo Otoni;31324205;PEM MANOEL JORGE SOBRINHO;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;62;62;0;62;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0
2017;Serra dos Aimorés;3166709;Vale do Mucuri;Nanuque;31147907;ESCOLA MUNICIPAL DEPUTADO CASTRO PIRES;3;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;109;18;0;18;91;91;0;0;0;4;0;0;91;91;0;1;6;6;0;0;4;1;5;5;0;0;3
2017;Serra dos Aimorés;3166709;Vale do Mucuri;Nanuque;31147915;EM JAYME GOMES DE SOUZA LEMOS;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;274;0;0;0;216;216;0;0;58;3;0;0;0;0;0;0;13;13;0;6;4;0;11;11;0;5;3
2017;Serra dos Aimorés;3166709;Vale do Mucuri;Nanuque;31156671;EM ANGELIM SAUDE;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;1;0;0;1;0;0;76;9;3;6;67;46;21;0;0;3;0;0;67;46;21;1;9;5;6;0;6;1;6;3;3;0;2
2017;Serra dos Aimorés;3166709;Vale do Mucuri;Nanuque;31156680;EM EUGENIA VIANA RODRIGUES;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;108;14;0;14;94;94;0;0;0;7;0;0;72;72;0;1;5;5;0;0;4;1;5;5;0;0;4
2017;Serra dos Aimorés;3166709;Vale do Mucuri;Nanuque;31228362;PEM PATOTINHA FELIZ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;114;114;40;74;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;1;7;0;0;0;0;1
2017;Serra dos Aimorés;3166709;Vale do Mucuri;Nanuque;31236080;PEM PINGO DE GENTE;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;61;61;0;61;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31147974;ESCOLA MUNICIPAL TEODOLINDO PEREIRA;3;1;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;600;159;0;159;348;348;0;0;93;21;0;0;0;0;0;12;21;21;0;7;19;8;16;16;0;12;13
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156701;EM CORREGO SAO JACINTO;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;31;9;0;9;22;22;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;1;2;0;2;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156710;EM ADVENTISTA DA LAGINHA;3;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;22;0;0;0;22;22;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156795;EM BAMBERG;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;29;0;0;0;29;29;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156817;EM BARRA DA LIMEIRA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;49;11;0;11;38;38;0;0;0;0;0;0;0;0;0;1;3;0;3;0;0;1;3;0;3;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156825;EM JOAO FRANCISCO ROSA;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;12;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156833;EM BARRA NOVA;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;15;0;0;0;15;15;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156868;EM AGRICOLA GERALDO LEAO LOPES;3;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;183;18;0;18;165;52;113;0;0;9;0;0;0;0;0;3;13;6;12;0;13;1;8;3;5;0;7
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156876;EM CECILIA ZIMMERER KOURY;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;133;13;0;13;120;120;0;0;0;3;0;0;0;0;0;2;7;6;1;0;4;1;6;5;1;0;3
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156906;EM HOMERO BARBOSA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;96;32;0;32;64;64;0;0;0;1;0;0;0;0;0;3;5;0;5;0;1;3;5;0;5;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156914;EM EDUARDO CORREA BLANK;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;22;0;0;0;22;22;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156922;EM HONORINDA FERREIRA CARDOSO;3;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0;420;118;0;118;275;275;0;0;27;22;3;0;44;44;0;10;17;16;1;2;13;8;13;12;1;1;9
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156981;EM ROSA REGINA BARROSO;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;8;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31156990;EM HERMES FERREIRA SOUTO;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;48;10;0;10;38;38;0;0;0;2;0;0;0;0;0;1;2;0;2;0;1;1;3;0;3;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157058;EM OSCAR JOAO KRETLI;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;45;13;0;13;32;32;0;0;0;1;0;0;0;0;0;1;2;0;2;0;1;1;2;0;2;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157091;EM LIZETA FERREIRA DE OLIVEIRA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;36;0;0;0;36;36;0;0;0;2;0;0;0;0;0;0;2;0;2;0;1;0;2;0;2;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157112;EM SAO MIGUEL DO PITA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;21;0;0;0;21;21;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157121;EM SAO PEDRO;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;62;7;0;7;55;55;0;0;0;2;0;0;0;0;0;1;3;0;3;0;2;1;3;0;3;0;2
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157147;EM MARIA RAMOS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;191;66;32;34;101;101;0;0;24;0;66;32;0;0;0;5;8;7;1;3;0;5;6;5;1;2;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157155;EM SIDONIO OTTONI;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;992;163;0;163;615;344;271;0;214;54;0;0;0;0;0;9;37;22;15;15;44;8;26;17;9;10;24
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157163;EM AGRICOLA INACIO PEREIRA GUIMARAES;3;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;264;32;0;32;232;85;147;0;0;1;0;0;0;0;0;3;17;7;11;0;3;2;11;5;6;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157198;EM ALTINO VIEIRA DO AMARAL;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;29;0;0;0;29;29;0;0;0;2;0;0;0;0;0;0;2;0;2;0;1;0;2;0;2;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157287;EM OTTO WILLY PETZOLD;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;34;0;0;0;34;34;0;0;0;1;0;0;0;0;0;0;3;0;3;0;1;0;3;0;3;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157368;EM JOAO PEREIRA DOS SANTOS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;32;0;0;0;32;32;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157384;EM FAZ SAO JOAO BATISTA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;48;0;0;0;48;48;0;0;0;5;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;3
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157406;EM PETRONIO MENDES DE SOUZA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;28;0;0;0;28;28;0;0;0;1;0;0;0;0;0;0;2;0;2;0;1;0;2;0;2;0;1
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157414;EM CLARINDO VAZ DOS SANTOS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;31;0;0;0;31;31;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31157431;EM LETICE PASSOS DE MATOS;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;15;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
2017;Teófilo Otoni;3168606;Vale do Mucuri;Teófilo Otoni;31211443;PEM ABELHINHA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;157;157;46;111;0;0;0;0;0;6;157;46;0;0;0;12;0;0;0;0;8;10;0;0;0;0;6
